created_at,id,poi_id,Document.name
2017-07-25 09:44:33,d42cc9bf-6b92-403d-bd7a-1df338039190,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 09:46:33,b96807b9-01d3-4bf3-987e-4c3facdfb1d2,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 09:46:37,0f7f28c9-482c-4a02-93ca-f9df81d66e04,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 09:46:48,36c2fad4-0224-4ddf-b8f3-097d595eada9,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 09:46:50,0c6a0faa-a37e-4946-8080-217a69453bd4,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 09:46:57,0efab1ec-5812-4d68-8312-0831c04cc156,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 09:48:32,d773bd2e-181b-47f9-96e8-5f7605526373,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:00:03,a41c6173-7783-4b41-90f8-abbd4ea9025a,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:14:54,c5557e59-8cf1-46a3-88ad-1690d024e788,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:16:18,ed9b5f44-0852-4617-8f4f-182c210461be,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:16:25,887dbffd-01bf-45c7-96b7-8a7ecfad63c5,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:16:53,7e0473c7-6f94-4fdd-b89a-bba69f73c5f2,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:16:58,2f369288-387e-4d3e-9320-2a25e82eab27,fdcd459b-7b26-4040-8faf-16e8bdaec560,Instagram
2017-07-25 10:26:07,1ea44202-94ad-4aec-8584-9228cac37193,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 10:27:55,758e935e-6d96-4f89-8660-84d311b7f66f,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 10:28:45,6e5eb832-0f68-4d39-9b7d-18fe10641ea2,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 10:29:09,71cbbac0-4562-4b43-be32-f54f0b84e483,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:39:58,8101331b-d1eb-48d6-b174-2ba8aa2eae52,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:40:46,d24d65fb-aba9-4e04-b89c-bd8953a8023d,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:40:53,9b0e8415-859c-45d3-a4cd-c9d7b5c4fb74,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:41:11,a4a82cb1-4b31-458e-98d2-a76c68159a08,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:41:33,29769abc-772a-49eb-b5eb-e58a9dde518c,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:45:13,c4060deb-ff2f-401e-bfbc-0925df755087,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:53:48,0f1f5e77-ecb1-4911-896f-2ae6ba719d0b,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:53:57,f7563e7d-019f-4be7-934f-dbda266862d1,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:54:16,e53abbc4-933b-40e0-bb2f-6624c76f59cf,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:56:44,9a5e8eeb-7371-4978-aa0a-77cdb19ae218,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 11:59:29,37a4608c-2a92-4aba-a68b-b8666b284c86,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 12:02:59,4c72368f-5a2a-4895-9857-6c748867cdae,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 12:03:19,94cd1fe1-1e9b-488a-a4ca-eaecb17faa21,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 12:03:22,05bcb503-5137-4a59-9236-8794c3907f8f,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 12:24:42,6b9f9d86-d42c-4be6-917a-ee63afc53df4,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 13:12:40,023a959c-cbd7-442b-9f33-bb827d35ca45,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 13:12:56,70dcbfab-8348-4bb5-a627-5b17358f78c1,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 13:12:57,0a1147ec-eb51-4c01-a695-114592419a34,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-25 13:14:16,6499b216-0eb1-4615-a3e8-299b35ee983f,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 07:49:25,88047e29-49ee-4065-8bce-39056f239099,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 07:50:19,2728612b-841b-480e-be7f-ff62801d470c,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 07:52:12,9e7f4223-daf9-41fc-bf46-cfbb667e5f19,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 08:10:16,781f1be4-bf70-4e88-90c9-f61e3948334a,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 08:18:18,30d8b4ce-0c52-4afb-b27e-6d3e846e8e6b,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 08:35:48,838e03b9-21a6-4377-95e8-f588002e13d2,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 09:26:14,500f877c-197c-4aee-b8b9-a3998ea42b83,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 09:27:28,284096dd-8420-441c-b8b5-eb5c2d7de3e4,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 09:29:04,65531dda-5e71-4b43-af7a-fb587fd3b487,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 09:45:33,a75765d7-4abe-4840-bc7d-9c8edc264c6c,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 09:52:24,2af5f291-3828-4269-8ead-c465a215c11c,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 09:59:22,abde981a-2f1a-4974-9637-cdd577e13229,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 10:05:45,05a8ae62-b1d3-4cf7-8ac4-bd6ecce3fe5a,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 10:10:23,f05c5c52-2158-4c91-9ac4-c3f28bf0d3a5,784b3538-a9f3-4e0e-b31c-3a0a5ab82373,CC MUC TEST
2017-07-26 12:35:09,4a8444d8-0de4-4248-85df-9219f9e27ce8,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 12:47:27,8a292ff4-ecb4-4415-893a-dab6d642d287,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 12:48:01,b981c499-f59f-480a-849a-215058cd9c6b,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
2017-07-26 12:50:06,0aebf9a1-f785-4f60-ab55-afb1ac26994d,5dd2b135-44cb-460e-8241-35ce2d616cc0,CCA AP
